420704104	江碧路	4207041050001
431223100	新村	4312231000001
321111004	1路	3211110050001
320612101	西禅寺村	3206121010001
430626109	兰桥村委会	4306261090001
320402003	朝阳三村	3204020030001
360322200	庙背村	3603222000001
220182101	三太村	2201821010001
441402004	团结路	4414020050001
341523401	幸福村	3415234010001
370681108	筐柳村	3706811080001
350681106	梅市村	3506811060001
340405121	孔集北村	3404051210001
330683400	官河南路	3306834010001
511702101	北外肖公庙路	5117021020001
450922105	长旺村	4509221050001
440404103	银晖新村	4404041040001
220112271	宋佳村	2201122710001
350821101	长汀9路	3508211020001
340422100	内环路	3404221010001
371422105	李满村	3714221050001
420704104	江碧路	4207041050001
431223100	新村	4312231000001
321111004	1路	3211110050001
320612101	西禅寺村	3206121010001
430626109	兰桥村委会兰桥村委会兰桥村委会	4306261090001
320402003	朝阳三村	3204020030001
360322200	庙背村	3603222000001
220182101	三太村	2201821010001
441402004	团结路	4414020050001
341523401	幸福村	3415234010001
370681108	筐柳村	3706811080001
350681106	梅市村	3506811060001
340405121	孔集北村	3404051210001
330683400	官河南路	3306834010001
511702101	北外肖公庙路	5117021020001
450922105	长旺村	4509221050001
440404103	银晖新村	4404041040001
220112271	宋佳村	2201122710001
350821101	长汀9路	3508211020001
340422100	内环路	3404221010001
371422105	李满村	3714221050001
420704104	江碧路	4207041050001
420704104	江碧路	4207041050001
420704104	创业大道	4207041050001
420704104	创业大道	4207041050001
420704104	创业大道	4207041050001
431223100	新村	4312231010001
321111004	1路	3211110050001
320612101	亭李路	3206121020001
320402003	清凉新村	3204020040001
440882001	西湖大道	4408820020001
441402004	团结路	4414020050001
350681106	鸿江路	3506811070001
511702101	北外肖公庙路	5117021020001
350821101	长汀9路	3508211020001
340422100	内环路	3404221010001
